scope,condition,reported_game,mtime,characters,roles,internal_game_ids,canonical_support,matches_reported_game,likely_actual_game,status,file,error
BIG,situation_fewshot,4,2026-06-29T01:45:13,ジョージ / ダイスケ / トシオ / ミヅキ / ミナコ,ジョージ:POSSESSED / ダイスケ:WEREWOLF / トシオ:VILLAGER / ミヅキ:VILLAGER / ミナコ:SEER,01KW7HPDZH98P4RSJG35W7STXZ,14,yes,4,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g4_1782664869_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,5,2026-06-29T01:49:40,シズエ / ジョナサン / ベンジャミン / ミナコ / ミナト,シズエ:POSSESSED / ジョナサン:VILLAGER / ベンジャミン:VILLAGER / ミナコ:SEER / ミナト:WEREWOLF,01KW7HYJ5DFHJ82FCZNKH9RYVW,14,yes,5,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g5_1782665136_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,6,2026-06-29T01:53:56,シュンイチ / タクミ / ダイスケ / ミナコ / リュウジ,シュンイチ:VILLAGER / タクミ:WEREWOLF / ダイスケ:POSSESSED / ミナコ:VILLAGER / リュウジ:SEER,01KW7J6K6F0D4NSVVYDTDJZTVC,16,yes,6,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g6_1782665399_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,7,2026-06-29T01:58:42,シオン / ベンジャミン / ミヅキ / ミドリ / ミナト,シオン:SEER / ベンジャミン:VILLAGER / ミヅキ:VILLAGER / ミドリ:POSSESSED / ミナト:WEREWOLF,01KW7JEFC2SB0NT3X7ZQB3VVMD,15,yes,7,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g7_1782665657_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,8,2026-06-29T02:03:29,ジョナサン / タクミ / ダイスケ / トシオ / ミナト,ジョナサン:POSSESSED / タクミ:VILLAGER / ダイスケ:WEREWOLF / トシオ:SEER / ミナト:VILLAGER,01KW7JQ7DP3B67GB95PCDBKKFA,14,yes,8,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g8_1782665944_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,9,2026-06-29T02:06:49,シオン / セルヴァス / タクミ / ダイスケ / ミサキ,シオン:WEREWOLF / セルヴァス:POSSESSED / タクミ:VILLAGER / ダイスケ:VILLAGER / ミサキ:SEER,01KW7JZY9NZMVNJS2D7W3DKW41,15,yes,9,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g9_1782666230_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,10,2026-06-29T02:20:18,ダイスケ / トシオ / ミヅキ / メイ / リュウジ,ダイスケ:SEER / トシオ:POSSESSED / ミヅキ:VILLAGER / メイ:WEREWOLF / リュウジ:VILLAGER,01KW7KRQAR3KSVTFDJV7NNMKX8,14,yes,10,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g10_1782667042_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,11,2026-06-29T02:23:38,アスカ / ケンジ / ジョージ / ミオ / ミヅキ,アスカ:SEER / ケンジ:WEREWOLF / ジョージ:POSSESSED / ミオ:VILLAGER / ミヅキ:VILLAGER,01KW7KYPA84YN6A0SY2VH5GK5H,15,yes,11,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g11_1782667237_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,12,2026-06-29T02:28:05,シュンイチ / ベンジャミン / メイ / リュウジ / ヴィクトリア,シュンイチ:SEER / ベンジャミン:VILLAGER / メイ:POSSESSED / リュウジ:VILLAGER / ヴィクトリア:WEREWOLF,01KW7M4VSK1KGAQNADZHEJQRT6,12,yes,12,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g12_1782667439_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,13,2026-06-29T02:32:26,アスカ / シオン / ミヅキ / リュウジ / ヴィクトリア,アスカ:POSSESSED / シオン:SEER / ミヅキ:VILLAGER / リュウジ:WEREWOLF / ヴィクトリア:VILLAGER,01KW7MD0Z01FS4S07YYRK4BS3B,11,yes,13,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g13_1782667707_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,14,2026-06-29T02:37:02,シュンイチ / ジョージ / ミオ / ミヅキ / ユミ,シュンイチ:VILLAGER / ジョージ:POSSESSED / ミオ:SEER / ミヅキ:WEREWOLF / ユミ:VILLAGER,01KW7MMZC03D8FH5YG7K1AGTMH,12,yes,14,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g14_1782667967_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,15,2026-06-29T02:41:19,シズエ / シュンイチ / ジョージ / セルヴァス / ミナコ,シズエ:VILLAGER / シュンイチ:VILLAGER / ジョージ:WEREWOLF / セルヴァス:SEER / ミナコ:POSSESSED,01KW7MXAW36B4WQ6R2NWQQ6PTC,13,yes,15,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g15_1782668241_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,16,2026-06-29T02:45:50,ケンジ / シズエ / ミナコ / ミナト / メイ,ケンジ:VILLAGER / シズエ:POSSESSED / ミナコ:WEREWOLF / ミナト:SEER / メイ:VILLAGER,01KW7N57Q1QW07VGK2C7J5J992,15,yes,16,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g16_1782668500_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,17,2026-06-29T02:50:06,アスカ / ジョージ / タクミ / トシオ / メイ,アスカ:VILLAGER / ジョージ:POSSESSED / タクミ:SEER / トシオ:VILLAGER / メイ:WEREWOLF,01KW7NDGA81NNFAG909AXQD2B8,13,yes,17,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g17_1782668771_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,18,2026-06-29T02:54:37,シュンイチ / ジョナサン / セルヴァス / ミサキ / ミナト,シュンイチ:VILLAGER / ジョナサン:WEREWOLF / セルヴァス:VILLAGER / ミサキ:POSSESSED / ミナト:SEER,01KW7NN8ZX8WKQYKF14MMJ1E2N,13,yes,18,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g18_1782669026_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,19,2026-06-29T02:59:09,シズエ / シュンイチ / ジョナサン / セルヴァス / メイ,シズエ:VILLAGER / シュンイチ:VILLAGER / ジョナサン:POSSESSED / セルヴァス:SEER / メイ:WEREWOLF,01KW7NXK3H5HWP7CPW7H12BF1A,14,yes,19,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g19_1782669298_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,20,2026-06-29T03:03:45,セルヴァス / ベンジャミン / ミサキ / ミナコ / ユミ,セルヴァス:POSSESSED / ベンジャミン:SEER / ミサキ:WEREWOLF / ミナコ:VILLAGER / ユミ:VILLAGER,01KW7P5W0CRZ1MM2NFFSVV83TG,15,yes,20,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g20_1782669570_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,21,2026-06-29T03:08:16,アスカ / トシオ / ミヅキ / ミナト / ユミ,アスカ:VILLAGER / トシオ:SEER / ミヅキ:WEREWOLF / ミナト:VILLAGER / ユミ:POSSESSED,01KW7PE94BPQHVZD3A4RRBN2N0,12,yes,21,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g21_1782669845_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,22,2026-06-29T03:11:37,アスカ / サクラ / シオン / ジョナサン / セルヴァス,アスカ:VILLAGER / サクラ:SEER / シオン:WEREWOLF / ジョナサン:POSSESSED / セルヴァス:VILLAGER,01KW7PPKS72YKFZ1ESYKQE93HQ,13,yes,22,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g22_1782670118_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,23,2026-06-29T03:15:43,ジョナサン / タクミ / ミヅキ / ミドリ / ミナコ,ジョナサン:VILLAGER / タクミ:VILLAGER / ミヅキ:POSSESSED / ミドリ:WEREWOLF / ミナコ:SEER,01KW7PWPH9BAC6VHG528KWGC1F,11,yes,23,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g23_1782670318_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,24,2026-06-29T03:19:04,ケンジ / シオン / ミオ / ミサキ / メイ,ケンジ:POSSESSED / シオン:VILLAGER / ミオ:SEER / ミサキ:VILLAGER / メイ:WEREWOLF,01KW7Q475HKNSMAXB6P84VW4BJ,14,yes,24,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g24_1782670564_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,25,2026-06-29T03:23:25,アスカ / ケンジ / ダイスケ / ミサキ / ユミ,アスカ:POSSESSED / ケンジ:WEREWOLF / ダイスケ:SEER / ミサキ:VILLAGER / ユミ:VILLAGER,01KW7QAAD6CTEABT72CFX2FT0A,14,yes,25,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g25_1782670764_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,26,2026-06-29T03:27:56,ケンジ / シズエ / タクミ / ダイスケ / ヴィクトリア,ケンジ:VILLAGER / シズエ:SEER / タクミ:POSSESSED / ダイスケ:WEREWOLF / ヴィクトリア:VILLAGER,01KW7QJ9Z354ZMC3EKVCN9P154,11,yes,26,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g26_1782671026_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,27,2026-06-29T03:32:28,アスカ / サクラ / ミヅキ / ミドリ / ヴィクトリア,アスカ:VILLAGER / サクラ:VILLAGER / ミヅキ:POSSESSED / ミドリ:WEREWOLF / ヴィクトリア:SEER,01KW7QTKKXJ7RNE4WZ8FDRR9Z5,15,yes,27,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g27_1782671298_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,28,2026-06-29T03:37:04,ジョナサン / タクミ / トシオ / ミオ / ミナコ,ジョナサン:SEER / タクミ:VILLAGER / トシオ:VILLAGER / ミオ:POSSESSED / ミナコ:WEREWOLF,01KW7R2V63TJ973R19XMYZJVNS,12,yes,28,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g28_1782671568_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,29,2026-06-29T03:41:36,サクラ / シズエ / ジョナサン / ミサキ / メイ,サクラ:VILLAGER / シズエ:VILLAGER / ジョナサン:SEER / ミサキ:WEREWOLF / メイ:POSSESSED,01KW7RBB1PRR0YMNCS3181PB1Z,12,yes,29,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g29_1782671846_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,30,2026-06-29T03:46:07,サクラ / シオン / ジョージ / ミドリ / ユミ,サクラ:SEER / シオン:VILLAGER / ジョージ:WEREWOLF / ミドリ:VILLAGER / ユミ:POSSESSED,01KW7RKM6YKAR63XRGPNXAA8Y8,10,yes,30,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g30_1782672117_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,31,2026-06-29T03:50:33,シュンイチ / ダイスケ / ミナト / リュウジ / リン,シュンイチ:VILLAGER / ダイスケ:SEER / ミナト:VILLAGER / リュウジ:WEREWOLF / リン:POSSESSED,01KW7RVXAD4XFGRNK1WQZBTWME,15,yes,31,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g31_1782672389_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,32,2026-06-29T03:53:49,シズエ / ジョージ / ベンジャミン / ミヅキ / ミナコ,シズエ:VILLAGER / ジョージ:POSSESSED / ベンジャミン:WEREWOLF / ミヅキ:VILLAGER / ミナコ:SEER,01KW7S411YSRFEXBP59C7K8WAE,15,yes,32,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g32_1782672655_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,33,2026-06-29T03:58:15,ジョージ / ダイスケ / トシオ / ミヅキ / メイ,ジョージ:VILLAGER / ダイスケ:SEER / トシオ:WEREWOLF / ミヅキ:POSSESSED / メイ:VILLAGER,01KW7S9ZRPK8VAVEVSR1CZ4YWD,10,yes,33,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g33_1782672850_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,34,2026-06-29T04:01:31,シオン / ジョナサン / ダイスケ / ベンジャミン / メイ,シオン:WEREWOLF / ジョナサン:VILLAGER / ダイスケ:POSSESSED / ベンジャミン:SEER / メイ:VILLAGER,01KW7SJ1RBN6PDCE710SMVQYCZ,14,yes,34,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g34_1782673114_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,35,2026-06-29T04:05:32,ダイスケ / ミオ / ユミ / リュウジ / ヴィクトリア,ダイスケ:VILLAGER / ミオ:POSSESSED / ユミ:SEER / リュウジ:VILLAGER / ヴィクトリア:WEREWOLF,01KW7SR1QF4HSK6YBACE2BA7A6,14,yes,35,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g35_1782673311_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,36,2026-06-29T04:09:43,ケンジ / セルヴァス / メイ / リュウジ / ヴィクトリア,ケンジ:WEREWOLF / セルヴァス:POSSESSED / メイ:SEER / リュウジ:VILLAGER / ヴィクトリア:VILLAGER,01KW7SZBVEY6PN9K53NXC9069N,14,yes,36,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g36_1782673551_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,37,2026-06-29T04:14:24,サクラ / ミオ / ミヅキ / ミドリ / リン,サクラ:WEREWOLF / ミオ:VILLAGER / ミヅキ:POSSESSED / ミドリ:SEER / リン:VILLAGER,01KW7T7338FA52H3YC5GWBJPCK,13,yes,37,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g37_1782673804_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,38,2026-06-29T04:18:50,ケンジ / シュンイチ / ミヅキ / ミドリ / メイ,ケンジ:VILLAGER / シュンイチ:SEER / ミヅキ:VILLAGER / ミドリ:WEREWOLF / メイ:POSSESSED,01KW7TFM7Y43A9A09S7V9XQZMY,12,yes,38,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g38_1782674084_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,39,2026-06-29T04:23:21,サクラ / ジョナサン / タクミ / ミヅキ / ミドリ,サクラ:POSSESSED / ジョナサン:WEREWOLF / タクミ:VILLAGER / ミヅキ:VILLAGER / ミドリ:SEER,01KW7TQSM8TJN146920H08MCSQ,14,yes,39,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g39_1782674351_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,40,2026-06-29T04:27:58,サクラ / タクミ / トシオ / ミオ / ユミ,サクラ:POSSESSED / タクミ:SEER / トシオ:VILLAGER / ミオ:VILLAGER / ユミ:WEREWOLF,01KW7V02ZS8BP7C59SV6W3EQR5,11,yes,40,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g40_1782674623_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,41,2026-06-29T04:31:13,シズエ / ダイスケ / トシオ / ミナコ / リン,シズエ:VILLAGER / ダイスケ:WEREWOLF / トシオ:SEER / ミナコ:POSSESSED / リン:VILLAGER,01KW7V8FXQXHH1MNV2KRDWSVND,11,yes,41,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g41_1782674898_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,42,2026-06-29T04:35:50,サクラ / シオン / ジョナサン / ミヅキ / リン,サクラ:SEER / シオン:VILLAGER / ジョナサン:VILLAGER / ミヅキ:WEREWOLF / リン:POSSESSED,01KW7VEF9QNYR0NY3J8WQMZE90,12,yes,42,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g42_1782675094_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,43,2026-06-29T04:40:16,シズエ / ジョナサン / セルヴァス / ミドリ / ユミ,シズエ:VILLAGER / ジョナサン:SEER / セルヴァス:VILLAGER / ミドリ:WEREWOLF / ユミ:POSSESSED,01KW7VPX1V4GAB6Q0AENKRDFZ5,11,yes,43,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g43_1782675371_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,44,2026-06-29T04:44:47,アスカ / シズエ / シュンイチ / ジョージ / ミナト,アスカ:VILLAGER / シズエ:SEER / シュンイチ:POSSESSED / ジョージ:WEREWOLF / ミナト:VILLAGER,01KW7VYYYKVM23BCDYTYMB1N0C,12,yes,44,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g44_1782675635_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,45,2026-06-29T04:49:18,アスカ / ケンジ / タクミ / ミオ / メイ,アスカ:WEREWOLF / ケンジ:SEER / タクミ:VILLAGER / ミオ:VILLAGER / メイ:POSSESSED,01KW7W78Y91F58AD6REQFXCG6R,12,yes,45,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g45_1782675907_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,46,2026-06-29T04:55:10,セルヴァス / ベンジャミン / ミオ / ミヅキ / ミナコ,セルヴァス:SEER / ベンジャミン:POSSESSED / ミオ:VILLAGER / ミヅキ:WEREWOLF / ミナコ:VILLAGER,01KW7WFJ90XMG26SYFT1HK13F2,15,yes,46,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g46_1782676179_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,47,2026-06-29T04:59:42,ケンジ / シズエ / シュンイチ / ミヅキ / ミナコ,ケンジ:POSSESSED / シズエ:VILLAGER / シュンイチ:VILLAGER / ミヅキ:SEER / ミナコ:WEREWOLF,01KW7WTAYD1CJMV95PP34BZJJP,12,yes,47,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g47_1782676532_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,48,2026-06-29T05:04:28,サクラ / ミオ / ミドリ / ミナト / リュウジ,サクラ:VILLAGER / ミオ:VILLAGER / ミドリ:WEREWOLF / ミナト:POSSESSED / リュウジ:SEER,01KW7X2K3BAR5RBHD3DTDXGJA9,13,yes,48,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g48_1782676802_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,49,2026-06-29T05:07:54,サクラ / ジョージ / セルヴァス / ミナコ / ヴィクトリア,サクラ:WEREWOLF / ジョージ:VILLAGER / セルヴァス:SEER / ミナコ:VILLAGER / ヴィクトリア:POSSESSED,01KW7XBA7B3X6RJDNZWD4JA93S,13,yes,49,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g49_1782677088_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,50,2026-06-29T05:12:50,シズエ / ミヅキ / ミドリ / リュウジ / ヴィクトリア,シズエ:WEREWOLF / ミヅキ:POSSESSED / ミドリ:VILLAGER / リュウジ:SEER / ヴィクトリア:VILLAGER,01KW7XHJMBYTC0S9MA8S7ACWSY,11,yes,50,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g50_1782677293_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,51,2026-06-29T05:17:57,アスカ / シュンイチ / セルヴァス / ミオ / ミナコ,アスカ:SEER / シュンイチ:POSSESSED / セルヴァス:VILLAGER / ミオ:VILLAGER / ミナコ:WEREWOLF,01KW7XTQ7MKM5S36NY6RVQJZM8,12,yes,51,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g51_1782677593_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,52,2026-06-29T05:22:58,アスカ / ジョナサン / タクミ / ミドリ / ミナト,アスカ:VILLAGER / ジョナサン:POSSESSED / タクミ:VILLAGER / ミドリ:WEREWOLF / ミナト:SEER,01KW7Y40AG7RQNNKV5WW7P7P5R,13,yes,52,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g52_1782677897_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,53,2026-06-29T05:27:45,シオン / ジョージ / セルヴァス / ミヅキ / メイ,シオン:VILLAGER / ジョージ:POSSESSED / セルヴァス:SEER / ミヅキ:VILLAGER / メイ:WEREWOLF,01KW7YD7DFNC2E2S1ATPJAW3YF,10,yes,53,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g53_1782678199_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,54,2026-06-29T05:31:41,サクラ / セルヴァス / ミヅキ / メイ / ユミ,サクラ:SEER / セルヴァス:POSSESSED / ミヅキ:WEREWOLF / メイ:VILLAGER / ユミ:VILLAGER,01KW7YP0JQRK1J9TV6531S9MMV,12,yes,54,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g54_1782678487_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,55,2026-06-29T05:35:17,サクラ / シズエ / ジョージ / ミドリ / ユミ,サクラ:WEREWOLF / シズエ:VILLAGER / ジョージ:VILLAGER / ミドリ:POSSESSED / ユミ:SEER,01KW7YX4T9Y876CA0BVKT8ST9X,10,yes,55,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g55_1782678721_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,56,2026-06-29T05:40:08,アスカ / ケンジ / ミヅキ / ミナト / リン,アスカ:VILLAGER / ケンジ:WEREWOLF / ミヅキ:SEER / ミナト:POSSESSED / リン:VILLAGER,01KW7Z3STEEPXT6S1MPVRNT0RR,12,yes,56,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g56_1782678939_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,57,2026-06-29T05:43:39,シオン / ジョナサン / ベンジャミン / リュウジ / リン,シオン:VILLAGER / ジョナサン:POSSESSED / ベンジャミン:WEREWOLF / リュウジ:SEER / リン:VILLAGER,01KW7ZCK7Q5BYS4SDJKSEXGR9Q,12,yes,57,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g57_1782679227_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,58,2026-06-29T05:48:45,アスカ / サクラ / シュンイチ / セルヴァス / トシオ,アスカ:WEREWOLF / サクラ:SEER / シュンイチ:POSSESSED / セルヴァス:VILLAGER / トシオ:VILLAGER,01KW7ZK24WEVS0C7D36S2MY8XH,11,yes,58,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g58_1782679439_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,59,2026-06-29T05:53:57,ケンジ / ミオ / ミナト / ユミ / リン,ケンジ:VILLAGER / ミオ:SEER / ミナト:WEREWOLF / ユミ:VILLAGER / リン:POSSESSED,01KW7ZWFP6JDZ0R6S0BBX55GZT,11,yes,59,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g59_1782679748_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,60,2026-06-29T05:58:49,ケンジ / サクラ / ミサキ / メイ / リン,ケンジ:WEREWOLF / サクラ:POSSESSED / ミサキ:VILLAGER / メイ:SEER / リン:VILLAGER,01KW806029T41WVBT18ZWS6AM7,9,yes,60,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g60_1782680059_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
BIG,situation_fewshot,60,2026-06-29T06:01:05,ケンジ / サクラ / ミサキ / メイ / リン,ケンジ:WEREWOLF / サクラ:POSSESSED / ミサキ:VILLAGER / メイ:SEER / リン:VILLAGER,01KW809MW3S6SWCZE8YWS0KGKH,9,yes,60,OK,results/run_en_cond_big/aiwolf/situation_fewshot/g60_1782680179_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent_discussion-bench-agent.json,
